Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Airport West,36 Roberts Rd,4.0,h,785000.0,S,Considine,6/08/2016,13.5,3042.0,3.0,1.0,2.0,597.0,127.0,1951.9148791049217,Moonee Valley,-37.7259,144.8792,Western Metropolitan,3464.0
Airport West,11 Harrington Rd,6.0,h,725000.0,SP,Barry,7/05/2016,13.5,3042.0,6.0,3.0,2.0,976.0,186.0,1980.0,Moonee Valley,-37.7239,144.8735,Western Metropolitan,3464.0
Airport West,2/252 Parer Rd,2.0,t,450000.0,S,Barry,7/05/2016,13.5,3042.0,2.0,1.0,1.0,110.0,90.0,2015.0,Moonee Valley,-37.7216,144.871,Western Metropolitan,3464.0
Airport West,3/19 Hart St,2.0,u,515000.0,S,Barry,7/11/2016,13.5,3042.0,2.0,1.0,1.0,141.0,73.0,2013.0,Moonee Valley,-37.7298,144.8883,Western Metropolitan,3464.0
Airport West,2/62 Clydesdale Rd,2.0,u,530000.0,S,Nelson,10/09/2016,13.5,3042.0,2.0,1.0,1.0,120.0,94.0,2012.0,Moonee Valley,-37.7234,144.8792,Western Metropolitan,3464.0
Airport West,3 Deidre Ct,3.0,h,895000.0,PI,Rendina,10/09/2016,13.5,3042.0,3.0,1.0,6.0,1063.0,133.0,1975.0,Moonee Valley,-37.7249,144.8728,Western Metropolitan,3464.0
Airport West,13 Etzel St,3.0,h,805000.0,S,Nelson,10/12/2016,13.5,3042.0,3.0,1.0,1.0,0.0,105.0,1950.0,Moonee Valley,-37.7217,144.8783,Western Metropolitan,3464.0
Airport West,1/43 Cameron St,3.0,u,752000.0,S,Nelson,11/02/2017,13.5,3042.0,3.0,1.0,1.0,265.0,130.0,1993.0,Moonee Valley,-37.7302,144.8855,Western Metropolitan,3464.0
Airport West,145a Victory Rd,2.0,u,440000.0,S,Barry,13/08/2016,13.5,3042.0,2.0,1.0,1.0,192.0,112.47536023691569,1999.0810175612112,Moonee Valley,-37.7177,144.8787,Western Metropolitan,3464.0
Airport West,241 Parer Rd,5.0,h,755000.0,PI,Propertyau,14/05/2016,13.5,3042.0,3.0,2.0,2.0,596.0,182.0030650268572,1978.1628895626122,Moonee Valley,-37.7248,144.8699,Western Metropolitan,3464.0
Airport West,2/40 Earl St,3.0,t,700000.0,PI,Brad,15/10/2016,13.5,3042.0,3.0,2.0,2.0,165.0,133.0,2009.0,Moonee Valley,-37.727,144.887,Western Metropolitan,3464.0
Airport West,180 Parer Rd,3.0,h,830000.0,S,Barry,16/04/2016,13.5,3042.0,3.0,1.0,2.0,971.0,113.0,1960.0,Moonee Valley,-37.7186,144.876,Western Metropolitan,3464.0
Airport West,4/54 Hawker St,2.0,u,462500.0,S,Barry,16/07/2016,13.5,3042.0,2.0,1.0,1.0,164.0,127.56462611701056,2003.0,Moonee Valley,-37.7218,144.8863,Western Metropolitan,3464.0
Airport West,43 Hillside Gr,3.0,h,670000.0,SP,Barry,16/07/2016,13.5,3042.0,3.0,2.0,2.0,657.0,145.75340943445957,1960.813219032196,Moonee Valley,-37.7269,144.8742,Western Metropolitan,3464.0
Airport West,174 Parer Rd,2.0,h,675000.0,S,Barry,16/07/2016,13.5,3042.0,2.0,1.0,1.0,612.0,100.0,1975.0,Moonee Valley,-37.7187,144.8765,Western Metropolitan,3464.0
Airport West,138 Victory Rd,3.0,h,1042000.0,S,Nelson,16/07/2016,13.5,3042.0,3.0,2.0,5.0,612.0,174.0,1950.0,Moonee Valley,-37.7173,144.8796,Western Metropolitan,3464.0
Airport West,75 King St,3.0,h,910000.0,S,McDonald,17/09/2016,13.5,3042.0,3.0,1.0,1.0,775.0,180.92377397439785,1961.9616836680627,Moonee Valley,-37.7231,144.8835,Western Metropolitan,3464.0
Airport West,6 Kittyhawk St,4.0,h,773000.0,S,Brad,17/09/2016,13.5,3042.0,5.0,3.0,4.0,531.0,309.0,1980.0,Moonee Valley,-37.7263,144.8679,Western Metropolitan,3464.0
Airport West,478 Fullarton Rd,3.0,h,810000.0,PI,Barry,18/03/2017,13.5,3042.0,3.0,3.0,2.0,555.0,192.0,1980.0,Moonee Valley,-37.7285,144.8694,Western Metropolitan,3464.0
Airport West,144 Marshall Rd,3.0,h,715000.0,S,Rendina,18/03/2017,13.5,3042.0,3.0,2.0,2.0,422.0,126.0,1995.0,Moonee Valley,-37.7164,144.8792,Western Metropolitan,3464.0
Airport West,106 Parer Rd,3.0,h,790000.0,S,Nelson,18/03/2017,13.5,3042.0,3.0,1.0,3.0,614.0,137.15272199955209,1969.0702690813835,Moonee Valley,-37.7194,144.8827,Western Metropolitan,3464.0
Airport West,3/7 South Rd,3.0,t,540000.0,SP,Nelson,18/06/2016,13.5,3042.0,2.0,2.0,1.0,161.0,101.0,2010.0,Moonee Valley,-37.7231,144.8802,Western Metropolitan,3464.0
Airport West,37 North St,3.0,t,825000.0,SP,Barry,19/11/2016,13.5,3042.0,3.0,2.0,1.0,293.0,102.0,1960.0,Moonee Valley,-37.72,144.8776,Western Metropolitan,3464.0
Airport West,10 Hilbert Rd,3.0,h,685000.0,S,Barry,22/05/2016,13.5,3042.0,3.0,1.0,1.0,579.0,113.0,1975.0,Moonee Valley,-37.7226,144.8733,Western Metropolitan,3464.0
Airport West,110 Halsey Rd,3.0,h,805000.0,S,Barry,22/08/2016,13.5,3042.0,3.0,1.0,1.0,623.0,128.195478236735,1959.7504655477912,Moonee Valley,-37.7184,144.882,Western Metropolitan,3464.0
Airport West,2/13 North St,2.0,u,510000.0,S,Nelson,22/08/2016,13.5,3042.0,2.0,1.0,1.0,141.0,76.0,1990.6740942132512,Moonee Valley,-37.7202,144.8797,Western Metropolitan,3464.0
Airport West,105a Victory Rd,3.0,h,612000.0,S,Nelson,22/08/2016,13.5,3042.0,3.0,2.0,1.0,212.0,128.20051341963722,1959.7471291240943,Moonee Valley,-37.7181,144.8824,Western Metropolitan,3464.0
Airport West,117 Marshall Rd,3.0,h,662000.0,S,Brad,23/04/2016,13.5,3042.0,3.0,1.0,2.0,612.0,134.73430283873915,1967.0005893529137,Moonee Valley,-37.7169,144.8815,Western Metropolitan,3464.0
Airport West,34 Moorna Dr,4.0,h,978000.0,S,Nelson,24/09/2016,13.5,3042.0,4.0,3.0,2.0,532.0,134.03330613868346,1974.945423559545,Moonee Valley,-37.7263,144.869,Western Metropolitan,3464.0
Airport West,33 North St,3.0,h,720000.0,PI,Nelson,25/02/2017,13.5,3042.0,3.0,1.0,1.0,585.0,204.68748214169227,1964.0223127180245,Moonee Valley,-37.72,144.878,Western Metropolitan,3464.0
Airport West,49 Roberts Rd,4.0,h,765000.0,S,Prof.,27/11/2016,13.5,3042.0,4.0,1.0,2.0,509.0,148.96621222948644,1960.4544658631064,Moonee Valley,-37.7261,144.8785,Western Metropolitan,3464.0
Airport West,85 Roberts Rd,4.0,h,900000.0,S,Harcourts,27/11/2016,13.5,3042.0,4.0,2.0,3.0,628.0,146.0,1975.0,Moonee Valley,-37.7256,144.8739,Western Metropolitan,3464.0
Albert Park,105 Kerferd Rd,2.0,h,1275000.0,S,hockingstuart,3/09/2016,3.3,3206.0,2.0,1.0,0.0,120.0,82.0,1900.0,Port Phillip,-37.8459,144.9555,Southern Metropolitan,3280.0
Albert Park,85 Richardson St,2.0,h,1455000.0,S,Thomson,3/09/2016,3.3,3206.0,2.0,1.0,0.0,159.0,117.64090497997876,1904.6295833443996,Port Phillip,-37.845,144.9538,Southern Metropolitan,3280.0
Albert Park,112 Beaconsfield Pde,3.0,h,2850000.0,PI,Buxton,4/03/2017,3.3,3206.0,3.0,2.0,0.0,211.0,198.0,1890.0,Port Phillip,-37.8481,144.9499,Southern Metropolitan,3280.0
Albert Park,94 Graham St,3.0,h,1850000.0,S,Greg,4/03/2017,3.3,3206.0,3.0,2.0,0.0,128.0,133.0,1890.0,Port Phillip,-37.8452,144.9488,Southern Metropolitan,3280.0
Albert Park,396 Montague St,2.0,h,1436000.0,S,RT,4/03/2017,3.3,3206.0,2.0,1.0,0.0,130.0,81.0,1900.0,Port Phillip,-37.8431,144.9565,Southern Metropolitan,3280.0
Albert Park,75 Graham St,2.0,h,1110000.0,S,Marshall,6/08/2016,3.3,3206.0,1.0,1.0,0.0,147.0,112.35846906902827,1900.0,Port Phillip,-37.8444,144.9484,Southern Metropolitan,3280.0
Albert Park,54 Brooke St,2.0,h,1550000.0,S,Sotheby's,7/05/2016,3.3,3206.0,2.0,1.0,1.0,167.0,132.9995533660592,1911.7616618030233,Port Phillip,-37.8405,144.9521,Southern Metropolitan,3280.0
Albert Park,104 Richardson St,4.0,h,2300000.0,S,Marshall,7/05/2016,3.3,3206.0,4.0,2.0,1.0,153.0,180.0,1880.0,Port Phillip,-37.8447,144.9523,Southern Metropolitan,3280.0
Albert Park,4a Mills St,3.0,t,1550000.0,VB,Marshall,7/11/2016,3.3,3206.0,3.0,2.0,2.0,718.0,118.61606680462653,1985.7946253142113,Port Phillip,-37.8443,144.9598,Southern Metropolitan,3280.0
Albert Park,1 Moubray St,3.0,h,1800000.0,VB,Greg,7/11/2016,3.3,3206.0,3.0,2.0,1.0,132.0,159.0,1996.0,Port Phillip,-37.8415,144.952,Southern Metropolitan,3280.0
Albert Park,29 Faussett St,2.0,h,2120000.0,S,Greg,10/09/2016,3.3,3206.0,2.0,1.0,1.0,199.0,107.0,1900.0,Port Phillip,-37.8422,144.9554,Southern Metropolitan,3280.0
Albert Park,3 Herbert St,3.0,h,1800000.0,VB,Cayzer,10/09/2016,3.3,3206.0,3.0,1.0,1.0,253.0,145.71566937760906,1901.0891551326652,Port Phillip,-37.8443,144.9579,Southern Metropolitan,3280.0
Albert Park,24 Kerferd Pl,3.0,h,1800000.0,S,Marshall,10/09/2016,3.3,3206.0,3.0,2.0,1.0,90.0,122.0,1900.0,Port Phillip,-37.8421,144.9571,Southern Metropolitan,3280.0
Albert Park,44 Draper St,2.0,h,1810000.0,PI,Greg,10/12/2016,3.3,3206.0,2.0,1.0,0.0,240.0,137.6249531220419,1901.4996944845766,Port Phillip,-37.8379,144.9539,Southern Metropolitan,3280.0
Albert Park,2 Dundas Pl,3.0,h,2615000.0,S,Cayzer,10/12/2016,3.3,3206.0,3.0,2.0,1.0,177.0,181.0,1880.0,Port Phillip,-37.8415,144.9585,Southern Metropolitan,3280.0
Albert Park,23 Finlay St,5.0,h,2100000.0,S,Greg,10/12/2016,3.3,3206.0,5.0,2.0,1.0,237.0,142.2462687671281,1909.1161610489125,Port Phillip,-37.8436,144.9557,Southern Metropolitan,3280.0
Albert Park,31 Richardson St,3.0,h,1300000.0,S,hockingstuart,10/12/2016,3.3,3206.0,3.0,1.0,0.0,129.0,139.58555454725342,1908.4933017617009,Port Phillip,-37.8422,144.94899999999996,Southern Metropolitan,3280.0
Albert Park,4a Gatehouse La,3.0,h,1370000.0,S,Greg,12/06/2016,3.3,3206.0,3.0,2.0,2.0,0.0,85.0,2000.0,Port Phillip,-37.8451,144.9511,Southern Metropolitan,3280.0
Albert Park,60 Brooke St,2.0,h,1000000.0,S,Cayzer,12/11/2016,3.3,3206.0,2.0,1.0,0.0,288.0,120.97300776485346,1914.1095490606717,Port Phillip,-37.8407,144.9523,Southern Metropolitan,3280.0
Albert Park,70 Barrett St,3.0,h,2575000.0,S,Greg,15/10/2016,3.3,3206.0,3.0,2.0,1.0,228.0,121.88659978359138,1900.7459989925621,Port Phillip,-37.8445,144.9501,Southern Metropolitan,3280.0
Albert Park,65 Graham St,2.0,h,1322500.0,S,Greg,15/10/2016,3.3,3206.0,2.0,1.0,0.0,149.0,98.0,1890.0,Port Phillip,-37.8443,144.9481,Southern Metropolitan,3280.0
Albert Park,364 Montague St,2.0,h,1562500.0,S,Greg,15/10/2016,3.3,3206.0,2.0,1.0,0.0,141.0,83.0,1890.0,Port Phillip,-37.8424,144.9562,Southern Metropolitan,3280.0
Albert Park,86 Mills St,3.0,h,2000000.0,VB,RT,16/04/2016,3.3,3206.0,3.0,2.0,1.0,211.0,147.0,1900.0,Port Phillip,-37.847,144.9575,Southern Metropolitan,3280.0
Albert Park,129 Kerferd Rd,3.0,h,1900000.0,S,Greg,18/03/2017,3.3,3206.0,3.0,1.0,0.0,209.0,115.09933292186429,1900.0,Port Phillip,-37.8468,144.9546,Southern Metropolitan,3280.0
Albert Park,97 Page St,3.0,h,3010000.0,S,Greg,18/03/2017,3.3,3206.0,3.0,2.0,0.0,147.0,146.0,1890.0,Port Phillip,-37.8473,144.9551,Southern Metropolitan,3280.0
Albert Park,55 Withers St,4.0,h,2800000.0,VB,Cayzer,18/06/2016,3.3,3206.0,4.0,3.0,1.0,327.0,254.0,1910.0,Port Phillip,-37.8467,144.9475,Southern Metropolitan,3280.0
Albert Park,10/140 Kerferd Rd,2.0,u,647000.0,S,Greg,22/05/2016,3.3,3206.0,2.0,1.0,1.0,0.0,127.84615578713225,1988.4812921367827,Port Phillip,-37.846,144.9542,Southern Metropolitan,3280.0
Albert Park,55 Merton St,3.0,h,2100000.0,SP,Marshall,23/04/2016,3.3,3206.0,2.0,1.0,1.0,120.0,123.0,1900.0,Port Phillip,-37.8427,144.9546,Southern Metropolitan,3280.0
Albert Park,49 Page St,3.0,h,2000000.0,PI,Marshall,24/09/2016,3.3,3206.0,3.0,1.0,1.0,238.0,131.0,1890.0,Port Phillip,-37.8461,144.9528,Southern Metropolitan,3280.0
Albert Park,13/52 Moubray St,1.0,u,442500.0,S,Marshall,25/02/2017,3.3,3206.0,1.0,1.0,0.0,0.0,34.0,1970.0,Port Phillip,-37.8421,144.9517,Southern Metropolitan,3280.0
Albert Park,115 Page St,4.0,h,4735000.0,S,Marshall,25/02/2017,3.3,3206.0,4.0,2.0,1.0,330.0,207.0,1910.0,Port Phillip,-37.8477,144.9558,Southern Metropolitan,3280.0
Albert Park,32 Page St,2.0,h,1340000.0,S,Greg,25/02/2017,3.3,3206.0,2.0,1.0,0.0,136.0,114.96372686593497,1930.0879333670748,Port Phillip,-37.846,144.9517,Southern Metropolitan,3280.0
Albert Park,34 Richardson St,3.0,h,1801000.0,S,hockingstuart,25/02/2017,3.3,3206.0,3.0,1.0,1.0,202.0,107.5898409470156,1923.8781537187415,Port Phillip,-37.8429,144.9493,Southern Metropolitan,3280.0
Albert Park,2b Dundas Pl,3.0,h,1532000.0,S,Chisholm,26/07/2016,3.3,3206.0,3.0,3.0,1.0,0.0,140.09606186784677,1909.8934351942703,Port Phillip,-37.8415,144.9585,Southern Metropolitan,3280.0
Albert Park,22 Greig St,3.0,h,3754999.9999999995,S,Greg,26/07/2016,3.3,3206.0,3.0,2.0,2.0,325.0,133.95124759373476,1908.0227192718608,Port Phillip,-37.8413,144.95,Southern Metropolitan,3280.0
Albert Park,27 Barrett St,4.0,h,2140000.0,S,Greg,27/06/2016,3.3,3206.0,3.0,2.0,1.0,183.0,145.0,1880.0,Port Phillip,-37.8434,144.9495,Southern Metropolitan,3280.0
Albert Park,44 Greig St,2.0,h,1750000.0,S,Marshall,27/11/2016,3.3,3206.0,2.0,1.0,1.0,162.0,137.2236904393449,1933.888889018349,Port Phillip,-37.8416,144.9488,Southern Metropolitan,3280.0
Albert Park,6 Brooke St,2.0,h,980000.0,S,Greg,28/05/2016,3.3,3206.0,2.0,1.0,0.0,79.0,68.0,1890.0,Port Phillip,-37.8387,144.9519,Southern Metropolitan,3280.0
Albert Park,227a Danks St,3.0,h,2030000.0,S,hockingstuart,28/08/2016,3.3,3206.0,3.0,2.0,0.0,152.0,122.01414251550693,1910.4682728251855,Port Phillip,-37.8488,144.9551,Southern Metropolitan,3280.0
Albert Park,17 Reed St,3.0,h,1740000.0,PI,Marshall,28/08/2016,3.3,3206.0,3.0,2.0,2.0,147.0,134.0,1890.0,Port Phillip,-37.8448,144.9453,Southern Metropolitan,3280.0
Albert Park,74 Bridport St,3.0,h,2800000.0,VB,Buxton,30/07/2016,3.3,3206.0,3.0,3.0,1.0,0.0,138.9940355454239,1911.5125938246294,Port Phillip,-37.8399,144.9577,Southern Metropolitan,3280.0
Albert Park,9 Durham St,1.0,h,985000.0,S,Marshall,30/07/2016,3.3,3206.0,1.0,1.0,0.0,81.0,54.0,1900.0,Port Phillip,-37.8411,144.9497,Southern Metropolitan,3280.0
Alphington,6 Smith St,4.0,h,2000000.0,S,Brace,3/09/2016,6.4,3078.0,3.0,2.0,4.0,853.0,263.0,1930.0,Darebin,-37.7707,145.0318,Northern Metropolitan,2211.0
Alphington,5/6 Yarralea St,3.0,h,1110000.0,S,Jellis,3/09/2016,6.4,3078.0,3.0,2.0,2.0,208.0,106.92756123557871,2013.0,Yarra,-37.7854,145.0325,Northern Metropolitan,2211.0
Alphington,136A Fulham Rd,3.0,h,1492000.0,S,Jellis,4/03/2017,6.4,3078.0,3.0,2.0,2.0,411.0,209.50527886888705,1940.0459813238886,Darebin,-37.7713,145.0279,Northern Metropolitan,2211.0
Alphington,44 Shiers St,4.0,h,1717500.0,S,Collins,8/10/2016,6.4,3078.0,4.0,2.0,1.0,599.0,203.0,1925.0,Darebin,-37.7717,145.031,Northern Metropolitan,2211.0
